dataset,neuron,mean,cov,mean_std,cov_std,mean_0,mean_1,mean_2,mean_3,mean_4,cov_0,cov_1,cov_2,cov_3,cov_4,jitter_0,jitter_1,jitter_2,jitter_3,jitter_4,jitter,single_trial_correlation,cell_id
Dataset 05,959,[-0.47 -0.64],"[[-0.02  0.02]
 [ 0.    0.01]]",[0.66 0.5 ],"[[0.04 0.09]
 [0.08 0.06]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.99],[ 0.54 -0.55],[0.08 0.31],"[[ 0.02 -0.04]
 [-0.01  0.02]]","[[-0.06  0.2 ]
 [-0.06 -0.07]]","[[-0.06 -0.01]
 [ 0.15  0.1 ]]","[[ 0.02 -0.03]
 [-0.04  0.02]]","[[-0.01 -0.01]
 [-0.01 -0.03]]",[-0.02 -0.03],[-0.05  0.01],[ 0.02 -0.05],[-0.05  0.05],[ 0.03 -0.05],[0.03 0.04],0.5058573,LPE10885_2023_10_20_3_0029
Dataset 05,960,[-0.42 -0.64],"[[ 0.03  0.01]
 [-0.01 -0.01]]",[0.71 0.48],"[[0.07 0.06]
 [0.06 0.06]]",[-1. -1.],[-0.98 -0.95],[-1.   -0.94],[ 0.57 -0.57],[0.32 0.28],"[[ 0.01  0.01]
 [-0.01 -0.02]]","[[ 0.12 -0.1 ]
 [-0.02  0.1 ]]","[[ 0.09  0.09]
 [-0.1  -0.06]]","[[-0.07  0.01]
 [ 0.07 -0.05]]","[[-0.    0.03]
 [-0.   -0.01]]",[ 0.05 -0.05],[-0.01  0.03],[-0.05 -0.02],[-0.05  0.02],[ 0.05 -0.02],[0.05 0.03],0.4136824,LPE10885_2023_10_20_3_0030
Dataset 05,961,[-0.41 -0.64],"[[-0.02  0.03]
 [ 0.02 -0.02]]",[0.71 0.48],"[[0.09 0.02]
 [0.08 0.02]]",[-1. -1.],[-0.97 -0.94],[-1.   -0.95],[ 0.58 -0.58],[0.32 0.28],"[[ 0.02  0.03]
 [-0.04  0.01]]","[[ 0.07  0.08]
 [-0.07 -0.04]]","[[-0.2   0.03]
 [ 0.11 -0.03]]","[[ 0.01  0.01]
 [ 0.12 -0.05]]","[[ 0.01  0.02]
 [-0.02  0.01]]",[0.05 0.  ],[-0.05 -0.05],[-0.04 -0.03],[-0.01  0.02],[-0.01  0.04],[0.04 0.03],0.31090784,LPE10885_2023_10_20_3_0031
Dataset 05,962,[-0.4  -0.66],"[[-0.01 -0.04]
 [-0.05 -0.04]]",[0.73 0.49],"[[0.08 0.09]
 [0.03 0.06]]",[-1. -1.],[-0.98 -0.96],[-1. -1.],[ 0.67 -0.63],[0.3  0.27],"[[-0.01  0.01]
 [ 0.    0.  ]]","[[-0.07 -0.06]
 [-0.06 -0.05]]","[[-0.12  0.02]
 [-0.1  -0.03]]","[[ 0.13 -0.2 ]
 [-0.06 -0.15]]","[[-0.    0.01]
 [-0.03  0.  ]]",[ 0.05 -0.03],[-0.05 -0.01],[-0.02 -0.02],[ 0.05 -0.05],[0.05 0.01],[0.05 0.02],0.43076104,LPE10885_2023_10_20_3_0032
Dataset 05,963,[-0.49 -0.66],"[[ 0.02 -0.  ]
 [ 0.04  0.01]]",[0.65 0.49],"[[0.13 0.05]
 [0.07 0.07]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.6  -0.59],[-0.06  0.27],"[[ 0.01 -0.01]
 [-0.01 -0.01]]","[[-0.06  0.04]
 [ 0.    0.14]]","[[-0.1   0.07]
 [ 0.01  0.03]]","[[ 0.27 -0.09]
 [ 0.17 -0.09]]","[[-0.   -0.  ]
 [ 0.02 -0.  ]]",[-0.02  0.05],[-0.05 -0.05],[-0.04 -0.05],[ 0.04 -0.01],[-0.04 -0.05],[0.03 0.04],0.45567062,LPE10885_2023_10_20_3_0033
Dataset 05,964,[-0.42 -0.64],"[[-0.01 -0.02]
 [-0.01 -0.02]]",[0.71 0.48],"[[0.04 0.08]
 [0.05 0.06]]",[-1. -1.],[-0.97 -0.95],[-1.   -0.95],[ 0.57 -0.57],[0.32 0.28],"[[ 0.01 -0.03]
 [ 0.02 -0.  ]]","[[-0.08  0.02]
 [-0.02 -0.08]]","[[ 0.    0.08]
 [ 0.06 -0.07]]","[[ 0.01 -0.17]
 [-0.09  0.08]]","[[ 0.03  0.01]
 [-0.02 -0.01]]",[ 0.05 -0.03],[-0.01  0.03],[-0.05  0.01],[ 0.01 -0.05],[-0.01 -0.05],[0.03 0.03],0.3931192,LPE10885_2023_10_20_3_0034
Dataset 05,965,[-0.42 -0.64],"[[-0.03  0.01]
 [-0.03 -0.02]]",[0.71 0.48],"[[0.03 0.05]
 [0.06 0.03]]",[-1. -1.],[-0.97 -0.95],[-1.   -0.94],[ 0.57 -0.57],[0.32 0.28],"[[ 0.01 -0.02]
 [-0.04  0.01]]","[[-0.07  0.09]
 [ 0.06 -0.06]]","[[-0.05  0.06]
 [-0.05 -0.06]]","[[-0.04 -0.05]
 [-0.12  0.01]]","[[ 0.   -0.01]
 [ 0.   -0.  ]]",[ 0.05 -0.03],[ 0.05 -0.05],[ 0.02 -0.05],[-0.05 -0.05],[ 0.05 -0.05],[0.04 0.01],0.24315898,LPE10885_2023_10_20_3_0036
Dataset 05,966,[-0.42 -0.64],"[[-0.   -0.03]
 [ 0.05  0.04]]",[0.71 0.48],"[[0.08 0.03]
 [0.07 0.05]]",[-1. -1.],[-0.98 -0.95],[-1.   -0.94],[ 0.58 -0.58],[0.32 0.28],"[[-0.03 -0.08]
 [-0.02 -0.03]]","[[ 0.13 -0.03]
 [ 0.1   0.09]]","[[ 0.03 -0.01]
 [-0.01  0.11]]","[[-0.13 -0.04]
 [ 0.16 -0.  ]]","[[-0.    0.01]
 [ 0.02  0.03]]",[0.05 0.05],[ 0.03 -0.05],[-0.05 -0.05],[-0.05 -0.05],[ 0.01 -0.05],[0.04 0.04],0.52764106,LPE10885_2023_10_20_3_0037
Dataset 05,967,[-0.45 -0.64],"[[ 0.05  0.25]
 [-0.05 -0.01]]",[0.68 0.49],"[[0.25 0.54]
 [0.05 0.08]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.55 -0.56],[0.17 0.29],"[[ 0.5   1.32]
 [-0.01  0.08]]","[[ 0.1   0.04]
 [-0.    0.01]]","[[-0.13  0.07]
 [-0.11 -0.01]]","[[-0.22 -0.18]
 [-0.12 -0.16]]","[[ 0.    0.02]
 [-0.01  0.03]]",[ 0.05 -0.05],[0.05 0.05],[-0.05  0.05],[ 0.05 -0.05],[-0.05 -0.05],[0.05 0.05],0.2925573,LPE10885_2023_10_20_3_0038
Dataset 05,968,[-0.48 -0.66],"[[ 0.02  0.07]
 [-0.03 -0.03]]",[0.66 0.48],"[[0.06 0.07]
 [0.09 0.05]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.59 -0.58],[-0.01  0.26],"[[-0.02  0.01]
 [ 0.01  0.06]]","[[-0.04  0.05]
 [ 0.1  -0.08]]","[[ 0.13  0.19]
 [-0.13 -0.06]]","[[ 0.02  0.08]
 [-0.11 -0.01]]","[[ 0.01  0.02]
 [ 0.   -0.07]]",[-0.05  0.05],[ 0.03 -0.05],[-0.05 -0.05],[-0.05 -0.05],[-0.05  0.04],[0.03 0.05],0.41254538,LPE10885_2023_10_20_3_0039
Dataset 05,969,[-0.42 -0.64],"[[-0.05  0.05]
 [ 0.03 -0.02]]",[0.71 0.48],"[[0.06 0.04]
 [0.02 0.08]]",[-1. -1.],[-0.97 -0.95],[-1.   -0.94],[ 0.57 -0.57],[0.32 0.28],"[[-0.03 -0.02]
 [ 0.02 -0.04]]","[[-0.07  0.07]
 [ 0.01  0.07]]","[[0.03 0.09]
 [0.06 0.04]]","[[-0.15  0.1 ]
 [ 0.05 -0.15]]","[[-0.02  0.03]
 [ 0.03 -0.03]]",[-0.01  0.05],[0.01 0.05],[-0.05 -0.05],[-0.05 -0.05],[ 0.05 -0.05],[0.04 0.05],0.3926013,LPE10885_2023_10_20_3_0040
Dataset 05,970,[-0.48 -0.64],"[[ 0.01 -0.01]
 [ 0.    0.03]]",[0.66 0.51],"[[0.06 0.03]
 [0.06 0.03]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.99],[ 0.54 -0.55],[0.07 0.31],"[[ 0.02 -0.01]
 [-0.    0.01]]","[[-0.04  0.04]
 [ 0.05  0.02]]","[[ 0.11 -0.05]
 [-0.11  0.1 ]]","[[-0.06 -0.03]
 [ 0.06  0.01]]","[[ 0.02 -0.03]
 [ 0.01  0.03]]",[ 0.04 -0.02],[-0.05 -0.05],[-0.05  0.04],[ 0.04 -0.05],[-0.05 -0.05],[0.05 0.04],0.22252056,LPE10885_2023_10_20_3_0041
Dataset 05,971,[-0.41 -0.64],"[[-0.02  0.05]
 [ 0.03 -0.05]]",[0.71 0.48],"[[0.04 0.1 ]
 [0.11 0.06]]",[-1. -1.],[-0.97 -0.94],[-1.   -0.94],[ 0.59 -0.58],[0.32 0.28],"[[-0.04 -0.05]
 [-0.03 -0.  ]]","[[ 0.05 -0.02]
 [ 0.24 -0.15]]","[[-0.06  0.13]
 [-0.08 -0.03]]","[[-0.04  0.22]
 [ 0.   -0.07]]","[[-0.   -0.01]
 [ 0.03  0.02]]",[ 0.05 -0.05],[-0.05 -0.05],[-0.05 -0.02],[0.05 0.05],[0.04 0.05],[0.05 0.05],0.38912657,LPE10885_2023_10_20_3_0042
Dataset 05,972,[-0.45 -0.64],"[[-0.06  0.03]
 [ 0.02 -0.02]]",[0.68 0.5 ],"[[0.1  0.06]
 [0.02 0.06]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.55 -0.56],[0.16 0.3 ],"[[-0.02  0.04]
 [ 0.01  0.  ]]","[[-0.23 -0.03]
 [ 0.03 -0.05]]","[[ 0.06  0.15]
 [-0.01 -0.13]]","[[-0.13 -0.01]
 [ 0.04  0.07]]","[[ 0.    0.  ]
 [ 0.04 -0.01]]",[-0.05 -0.05],[-0.05 -0.  ],[-0.05 -0.05],[-0.05 -0.05],[-0.05 -0.03],[0.   0.02],0.30540478,LPE10885_2023_10_20_3_0044
Dataset 05,973,[-0.42 -0.64],"[[-0.01  0.04]
 [ 0.04  0.03]]",[0.71 0.48],"[[0.02 0.11]
 [0.03 0.08]]",[-1. -1.],[-0.97 -0.94],[-1.   -0.93],[ 0.58 -0.58],[0.32 0.28],"[[ 0.03 -0.03]
 [ 0.02 -0.02]]","[[-0.03  0.14]
 [ 0.07 -0.04]]","[[-0.02  0.18]
 [ 0.07  0.18]]","[[-0.03 -0.09]
 [ 0.02  0.02]]","[[-0.   -0.02]
 [ 0.02 -0.01]]",[0.05 0.05],[0.   0.05],[ 0.   -0.05],[-0.02 -0.05],[ 0.05 -0.05],[0.03 0.05],0.3137941,LPE10885_2023_10_20_3_0045
Dataset 05,974,[-0.42 -0.64],"[[ 0.04 -0.01]
 [-0.01  0.01]]",[0.71 0.48],"[[0.07 0.06]
 [0.07 0.05]]",[-1. -1.],[-0.97 -0.95],[-1.   -0.94],[ 0.57 -0.57],[0.32 0.28],"[[-0.03  0.03]
 [ 0.02 -0.  ]]","[[ 0.01 -0.03]
 [ 0.03 -0.06]]","[[0.16 0.07]
 [0.06 0.09]]","[[ 0.06 -0.1 ]
 [-0.13 -0.  ]]","[[-0.    0.01]
 [-0.01  0.02]]",[ 0.05 -0.02],[-0.   -0.05],[-0.05 -0.05],[-0.05  0.05],[ 0.05 -0.02],[0.05 0.04],0.5374326,LPE10885_2023_10_20_3_0046
Dataset 05,975,[-0.45 -0.65],"[[-0.07 -0.01]
 [ 0.03  0.03]]",[0.68 0.5 ],"[[0.05 0.02]
 [0.05 0.05]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.56 -0.56],[0.17 0.29],"[[-0.03 -0.02]
 [ 0.1   0.05]]","[[-0.08 -0.01]
 [-0.01 -0.06]]","[[-0.15  0.01]
 [ 0.05  0.08]]","[[-0.02 -0.05]
 [ 0.05  0.05]]","[[-0.07 -0.  ]
 [-0.03  0.01]]",[-0.05  0.05],[ 0.05 -0.04],[ 0.05 -0.05],[-0.03  0.05],[-0.05 -0.03],[0.05 0.05],0.3003062,LPE10885_2023_10_20_3_0048
Dataset 05,976,[-0.46 -0.64],"[[-0.   -0.03]
 [-0.03 -0.03]]",[0.67 0.5 ],"[[0.14 0.05]
 [0.09 0.05]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.55 -0.56],[0.14 0.3 ],"[[ 0.05  0.  ]
 [ 0.08 -0.03]]","[[ 0.05 -0.  ]
 [-0.01  0.  ]]","[[ 0.16 -0.12]
 [-0.21 -0.13]]","[[-0.26  0.02]
 [-0.01  0.01]]","[[-0.01 -0.03]
 [-0.    0.02]]",[-0.05  0.05],[-0.02  0.05],[0.05 0.05],[ 0.05 -0.05],[-0.05 -0.05],[0.05 0.05],0.3386113,LPE10885_2023_10_20_3_0049
Dataset 05,977,[-0.44 -0.67],"[[-0.05 -0.04]
 [ 0.01 -0.03]]",[0.69 0.48],"[[0.08 0.11]
 [0.04 0.04]]",[-1. -1.],[-0.98 -0.96],[-1. -1.],[ 0.65 -0.62],[0.11 0.25],"[[-0.03 -0.01]
 [ 0.01 -0.05]]","[[-0.21 -0.  ]
 [ 0.08 -0.09]]","[[ 0.01  0.08]
 [-0.03  0.01]]","[[ 0.   -0.26]
 [-0.    0.02]]","[[-0.   -0.02]
 [-0.01 -0.02]]",[0.05 0.05],[-0.05 -0.05],[-0.05 -0.05],[ 0.05 -0.02],[ 0.04 -0.05],[0.05 0.04],0.36034766,LPE10885_2023_10_20_3_0050
Dataset 05,978,[-0.42 -0.64],"[[ 0.05  0.02]
 [-0.04  0.02]]",[0.71 0.48],"[[0.06 0.08]
 [0.04 0.07]]",[-1. -1.],[-0.98 -0.95],[-1.   -0.95],[ 0.56 -0.56],[0.32 0.28],"[[ 0.01  0.02]
 [-0.02  0.02]]","[[-0.02 -0.09]
 [-0.01  0.1 ]]","[[ 0.14  0.02]
 [-0.12  0.1 ]]","[[ 0.09  0.15]
 [-0.02 -0.09]]","[[ 0.   -0.  ]
 [-0.02 -0.02]]",[0.05 0.05],[-0.05  0.05],[0.   0.03],[-0.05 -0.05],[ 0.05 -0.  ],[0.05 0.04],0.26612255,LPE10885_2023_10_20_3_0051
Dataset 05,979,[-0.45 -0.64],"[[ 0.   -0.04]
 [-0.01 -0.04]]",[0.68 0.5 ],"[[0.02 0.06]
 [0.04 0.02]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.55 -0.56],[0.17 0.29],"[[-0.04 -0.01]
 [ 0.01 -0.03]]","[[ 0.02 -0.08]
 [-0.04 -0.01]]","[[ 0.02 -0.14]
 [-0.07 -0.08]]","[[ 0.02  0.01]
 [ 0.03 -0.04]]","[[ 0.01  0.  ]
 [ 0.03 -0.04]]",[ 0.05 -0.03],[ 0.05 -0.05],[-0.04 -0.01],[-0.04  0.01],[0.05 0.01],[0.05 0.02],0.3710326,LPE10885_2023_10_20_3_0053
Dataset 05,980,[-0.47 -0.64],"[[-0.04 -0.  ]
 [-0.03 -0.01]]",[0.66 0.5 ],"[[0.06 0.07]
 [0.09 0.12]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.99],[ 0.54 -0.55],[0.12 0.31],"[[ 0.03 -0.01]
 [ 0.   -0.03]]","[[-0.13  0.09]
 [-0.2   0.21]]","[[-0.06 -0.13]
 [ 0.09 -0.16]]","[[-0.05  0.04]
 [-0.02 -0.07]]","[[ 0.01 -0.01]
 [-0.02  0.02]]",[-0.05  0.01],[-0.05 -0.05],[-0.05 -0.05],[ 0.01 -0.05],[ 0.05 -0.05],[0.04 0.03],0.14357807,LPE10885_2023_10_20_3_0054
Dataset 05,981,[-0.4  -0.66],"[[-0.   -0.01]
 [ 0.02 -0.02]]",[0.73 0.49],"[[0.02 0.05]
 [0.07 0.03]]",[-1. -1.],[-0.97 -0.95],[-1. -1.],[ 0.65 -0.62],[0.32 0.28],"[[-0.    0.02]
 [ 0.02 -0.01]]","[[ 0.02  0.02]
 [ 0.09 -0.01]]","[[-0.01  0.03]
 [-0.09 -0.01]]","[[-0.03 -0.1 ]
 [ 0.09 -0.08]]","[[ 0.02 -0.  ]
 [-0.02 -0.  ]]",[ 0.05 -0.05],[ 0.05 -0.05],[-0.03 -0.05],[-0.04  0.01],[-0.   -0.02],[0.04 0.03],0.45184937,LPE10885_2023_10_20_3_0055
Dataset 05,982,[-0.42 -0.64],"[[ 0.02 -0.02]
 [-0.03 -0.03]]",[0.71 0.48],"[[0.04 0.12]
 [0.05 0.05]]",[-1. -1.],[-0.97 -0.94],[-1.   -0.94],[ 0.58 -0.57],[0.32 0.28],"[[ 0.04 -0.01]
 [-0.02  0.03]]","[[ 0.07  0.06]
 [ 0.01 -0.04]]","[[ 0.02 -0.24]
 [ 0.02 -0.11]]","[[-0.06  0.09]
 [-0.09 -0.03]]","[[ 0.   -0.01]
 [-0.08  0.01]]",[0.05 0.03],[0.05 0.04],[-0.05  0.05],[-0.05 -0.05],[ 0.05 -0.04],[0.05 0.04],0.18954918,LPE10885_2023_10_20_3_0056
Dataset 05,983,[-0.4  -0.66],"[[-0.   -0.06]
 [-0.02  0.01]]",[0.73 0.49],"[[0.06 0.09]
 [0.03 0.03]]",[-1. -1.],[-0.98 -0.96],[-1. -1.],[ 0.66 -0.63],[0.3  0.27],"[[ 0.02  0.02]
 [-0.01 -0.  ]]","[[ 0.04 -0.03]
 [-0.01 -0.01]]","[[ 0.06 -0.23]
 [-0.08  0.06]]","[[-0.1  -0.03]
 [-0.   -0.03]]","[[-0.03 -0.01]
 [-0.01  0.01]]",[0.05 0.  ],[-0.05  0.03],[ 0.04 -0.05],[ 0.05 -0.05],[-0.04 -0.04],[0.05 0.03],0.5929506,LPE10885_2023_10_20_3_0057
Dataset 05,984,[-0.46 -0.64],"[[-0.03  0.03]
 [-0.02 -0.06]]",[0.67 0.5 ],"[[0.05 0.03]
 [0.06 0.09]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.55 -0.56],[0.16 0.3 ],"[[-0.01  0.04]
 [ 0.03 -0.07]]","[[ 0.04  0.01]
 [-0.12 -0.07]]","[[-0.09  0.08]
 [ 0.02 -0.22]]","[[-0.1   0.04]
 [-0.05 -0.01]]","[[-0.01 -0.02]
 [ 0.01  0.05]]",[-0.05  0.05],[-0.05 -0.05],[-0.01 -0.05],[-0.04 -0.02],[-0.05 -0.05],[0.02 0.04],0.20429234,LPE10885_2023_10_20_3_0060
Dataset 05,985,[-0.46 -0.64],"[[-0.03  0.03]
 [ 0.02  0.  ]]",[0.67 0.5 ],"[[0.04 0.1 ]
 [0.08 0.06]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.55 -0.56],[0.12 0.3 ],"[[-0.04  0.01]
 [-0.04  0.01]]","[[ 0.04  0.21]
 [ 0.16 -0.1 ]]","[[-0.02  0.01]
 [ 0.06  0.09]]","[[-0.09 -0.07]
 [-0.05  0.01]]","[[-0.02 -0.03]
 [-0.01  0.  ]]",[-0.04 -0.01],[0.05 0.  ],[-0.05 -0.05],[ 0.05 -0.05],[ 0.05 -0.03],[0.05 0.02],0.3913554,LPE10885_2023_10_20_3_0062
Dataset 05,986,[-0.47 -0.66],"[[-0.01  0.02]
 [-0.05 -0.03]]",[0.66 0.48],"[[0.04 0.11]
 [0.07 0.05]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.59 -0.58],[0.03 0.26],"[[ 0.01 -0.01]
 [-0.03 -0.1 ]]","[[ 0.01  0.01]
 [-0.03 -0.07]]","[[-0.08 -0.1 ]
 [-0.19 -0.01]]","[[0.   0.22]
 [0.01 0.03]]","[[-0.01  0.  ]
 [-0.01 -0.01]]",[-0.05  0.05],[ 0.05 -0.05],[-0.05 -0.05],[ 0.05 -0.05],[-0.03  0.05],[0.05 0.05],0.40137938,LPE10885_2023_10_20_3_0063
Dataset 05,987,[-0.42 -0.64],"[[-0.09 -0.03]
 [ 0.03  0.04]]",[0.71 0.48],"[[0.11 0.07]
 [0.07 0.1 ]]",[-1. -1.],[-0.97 -0.95],[-1.   -0.94],[ 0.58 -0.58],[0.32 0.28],"[[-0.01  0.03]
 [-0.05 -0.02]]","[[-0.11 -0.01]
 [-0.05  0.14]]","[[-0.02 -0.03]
 [ 0.11  0.16]]","[[-0.29 -0.16]
 [ 0.04 -0.1 ]]","[[-0.02  0.  ]
 [ 0.1   0.03]]",[ 0.05 -0.05],[0.05 0.04],[-0.   -0.05],[ 0.05 -0.02],[ 0.02 -0.05],[0.02 0.03],0.20405985,LPE10885_2023_10_20_3_0064
Dataset 05,988,[-0.47 -0.66],"[[-0.01  0.06]
 [-0.    0.  ]]",[0.67 0.48],"[[0.07 0.06]
 [0.03 0.02]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.58 -0.58],[0.07 0.26],"[[ 0.02 -0.01]
 [ 0.03  0.02]]","[[-0.13  0.06]
 [ 0.03 -0.02]]","[[-0.01  0.16]
 [-0.03 -0.03]]","[[ 0.09  0.09]
 [-0.03  0.01]]","[[ 0.01 -0.01]
 [-0.02  0.03]]",[-0.05 -0.05],[0.02 0.04],[ 0.05 -0.05],[0.05 0.05],[ 0.05 -0.05],[0.04 0.05],0.35057908,LPE10885_2023_10_20_3_0065
Dataset 05,989,[-0.45 -0.65],"[[-0.02  0.02]
 [ 0.05  0.  ]]",[0.68 0.49],"[[0.02 0.09]
 [0.06 0.04]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.56 -0.57],[0.18 0.29],"[[-0.02  0.01]
 [ 0.02 -0.  ]]","[[0.02 0.09]
 [0.14 0.02]]","[[-0.05  0.11]
 [ 0.09  0.05]]","[[-0.01 -0.13]
 [ 0.01 -0.06]]","[[-0.03 -0.01]
 [-0.01 -0.01]]",[-0.05 -0.02],[-0.05 -0.03],[-0.05  0.04],[-0.   -0.01],[ 0.03 -0.04],[0.03 0.03],0.29570517,LPE10885_2023_10_20_3_0066
Dataset 05,990,[-0.42 -0.64],"[[-0.03 -0.01]
 [ 0.04  0.  ]]",[0.71 0.49],"[[0.03 0.03]
 [0.03 0.05]]",[-1. -1.],[-0.98 -0.95],[-1.   -0.95],[ 0.57 -0.57],[0.32 0.28],"[[-0.01 -0.02]
 [ 0.02  0.03]]","[[-0.02 -0.06]
 [ 0.09  0.09]]","[[-0.06  0.04]
 [ 0.03 -0.04]]","[[-0.08  0.  ]
 [ 0.07 -0.03]]","[[ 0.    0.01]
 [ 0.   -0.03]]",[ 0.05 -0.05],[-0.05 -0.05],[-0.05 -0.05],[ 0.01 -0.05],[-0. -0.],[0.04 0.02],0.40279186,LPE10885_2023_10_20_3_0068
Dataset 05,991,[-0.5  -0.66],"[[-0.04  0.17]
 [-0.02 -0.01]]",[0.66 0.49],"[[0.06 0.39]
 [0.07 0.09]]",[-1. -1.],[-0.99 -0.98],[-1.   -0.99],[ 0.63 -0.6 ],[-0.11  0.27],"[[-0.07  0.93]
 [-0.13  0.06]]","[[-0.07  0.02]
 [ 0.03 -0.17]]","[[-0.09  0.07]
 [-0.08  0.08]]","[[ 0.06 -0.17]
 [ 0.04 -0.02]]","[[-0.01  0.01]
 [ 0.03 -0.  ]]",[0.05 0.05],[ 0.05 -0.02],[-0.05 -0.05],[-0.05 -0.05],[ 0.05 -0.05],[0.05 0.04],0.21526417,LPE10885_2023_10_20_3_0069
Dataset 05,992,[-0.47 -0.64],"[[ 0.02 -0.06]
 [ 0.   -0.03]]",[0.66 0.5 ],"[[0.06 0.11]
 [0.06 0.01]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.99],[ 0.54 -0.56],[0.08 0.31],"[[-0.09 -0.03]
 [-0.03 -0.03]]","[[ 0.11  0.12]
 [ 0.   -0.05]]","[[ 0.02 -0.19]
 [ 0.11 -0.03]]","[[ 0.04 -0.17]
 [-0.09 -0.01]]","[[ 0.02 -0.02]
 [ 0.03 -0.03]]",[ 0.05 -0.05],[ 0.05 -0.03],[-0.05 -0.05],[ 0.05 -0.02],[-0.01  0.02],[0.04 0.03],0.25129148,LPE10885_2023_10_20_3_0070
Dataset 05,993,[-0.45 -0.64],"[[-0.03 -0.08]
 [ 0.07  0.03]]",[0.68 0.5 ],"[[0.04 0.06]
 [0.02 0.09]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.98],[ 0.55 -0.56],[0.17 0.29],"[[ 0.02 -0.02]
 [ 0.04  0.02]]","[[-0.02 -0.13]
 [ 0.07  0.05]]","[[-0.06 -0.15]
 [ 0.06  0.18]]","[[-0.08 -0.1 ]
 [ 0.1  -0.03]]","[[-0.02  0.01]
 [ 0.07 -0.08]]",[-0.04 -0.05],[ 0.01 -0.03],[-0.05 -0.05],[-0.05 -0.05],[0.02 0.05],[0.03 0.04],0.23915404,LPE10885_2023_10_20_3_0071
Dataset 05,994,[-0.42 -0.64],"[[ 0.03 -0.  ]
 [-0.01  0.02]]",[0.7  0.49],"[[0.09 0.06]
 [0.02 0.08]]",[-1. -1.],[-0.98 -0.95],[-1.   -0.96],[ 0.56 -0.56],[0.32 0.28],"[[-0.01  0.02]
 [ 0.02  0.03]]","[[-0.09 -0.11]
 [-0.04 -0.03]]","[[ 0.17  0.09]
 [-0.01  0.16]]","[[ 0.07  0.01]
 [-0.01 -0.03]]","[[ 0.   -0.01]
 [-0.   -0.05]]",[ 0.04 -0.05],[0.05 0.05],[-0.05  0.  ],[ 0.02 -0.05],[0.05 0.05],[0.04 0.05],0.14517786,LPE10885_2023_10_20_3_0072
Dataset 05,995,[-0.42 -0.64],"[[ 0.01  0.01]
 [ 0.01 -0.03]]",[0.7  0.49],"[[0.04 0.08]
 [0.03 0.02]]",[-1. -1.],[-0.98 -0.95],[-1.   -0.95],[ 0.55 -0.56],[0.32 0.28],"[[-0.02  0.02]
 [-0.02 -0.01]]","[[-0.02 -0.11]
 [-0.02 -0.06]]","[[ 0.02  0.15]
 [ 0.06 -0.02]]","[[ 0.08 -0.02]
 [-0.   -0.05]]","[[ 0.    0.  ]
 [ 0.01 -0.  ]]",[ 0.05 -0.03],[ 0.05 -0.  ],[-0.05 -0.05],[ 0.05 -0.05],[-0.01 -0.05],[0.04 0.02],0.4323033,LPE10885_2023_10_20_3_0073
Dataset 05,996,[-0.42 -0.64],"[[-0.05  0.06]
 [-0.04  0.01]]",[0.71 0.48],"[[0.07 0.06]
 [0.05 0.02]]",[-1. -1.],[-0.98 -0.95],[-1.   -0.95],[ 0.56 -0.57],[0.32 0.28],"[[ 0.   -0.01]
 [-0.01  0.02]]","[[-0.15  0.1 ]
 [-0.14  0.03]]","[[ 0.03  0.04]
 [ 0.02 -0.02]]","[[-0.13  0.15]
 [-0.04  0.02]]","[[-0.01  0.  ]
 [-0.01 -0.02]]",[0.05 0.01],[-0.04 -0.05],[-0.05 -0.05],[-0.02 -0.  ],[ 0.03 -0.05],[0.04 0.03],0.32201162,LPE10885_2023_10_20_3_0074
Dataset 05,997,[-0.49 -0.66],"[[ 0.01 -0.04]
 [ 0.03  0.01]]",[0.65 0.49],"[[0.05 0.11]
 [0.08 0.09]]",[-1. -1.],[-0.99 -0.97],[-1.   -0.99],[ 0.6  -0.59],[-0.07  0.27],"[[0.01 0.03]
 [0.1  0.  ]]","[[0.09 0.02]
 [0.02 0.14]]","[[-0.04 -0.05]
 [-0.11 -0.11]]","[[-0.02 -0.25]
 [ 0.12  0.08]]","[[ 0.01  0.04]
 [ 0.02 -0.04]]",[-0.05 -0.05],[0.01 0.05],[-0.05  0.02],[-0.01 -0.02],[0.05 0.05],[0.04 0.04],0.22833554,LPE10885_2023_10_20_3_0075
