dataset,neuron,mean,cov,mean_std,cov_std,mean_0,mean_1,mean_2,mean_3,mean_4,cov_0,cov_1,cov_2,cov_3,cov_4,jitter_0,loc_0,jitter_1,loc_1,jitter_2,loc_2,jitter_3,loc_3,jitter_4,loc_4,jitter,loc,jitter_std,loc_std,single_trial_correlation,cell_id
Dataset 05,1120,[-0.18  0.61],"[[-0.05 -0.02]
 [-0.01  0.04]]",[0.75 0.4 ],"[[0.14 0.05]
 [0.04 0.03]]",[-0.99  0.96],[-0.51  0.58],[1. 1.],[0.36 0.64],[-0.76 -0.12],"[[0.15 0.06]
 [0.01 0.03]]","[[-0.2  -0.05]
 [-0.08  0.08]]","[[ 0.01 -0.01]
 [-0.    0.03]]","[[-0.21 -0.1 ]
 [ 0.    0.09]]","[[-0.    0.  ]
 [ 0.01  0.  ]]",[-0.05 -0.03],[-1.04  0.93],[ 0.05 -0.04],[-0.46  0.54],[ 0.04 -0.05],[1.04 0.95],[0.03 0.04],[0.39 0.68],[ 0.03 -0.04],[-0.73 -0.15],[ 0.02 -0.02],[-0.16  0.59],[0.04 0.03],[0.77 0.4 ],0.40008095,LPE10885_2023_10_20_5_0321
Dataset 05,1121,[-0.08  0.63],"[[-0.03  0.  ]
 [ 0.05  0.01]]",[0.69 0.31],"[[0.09 0.04]
 [0.08 0.02]]",[-0.98  0.93],[-0.48  0.52],[1. 1.],[0.34 0.55],[-0.29  0.14],"[[-0.04 -0.02]
 [ 0.03  0.  ]]","[[ 0.07 -0.05]
 [-0.01 -0.01]]","[[ 0.01  0.  ]
 [-0.   -0.  ]]","[[-0.21  0.08]
 [ 0.21  0.03]]","[[ 0.   -0.  ]
 [-0.    0.02]]",[0.03 0.05],[-0.96  0.98],[ 0.05 -0.03],[-0.43  0.49],[0.04 0.03],[1.04 1.03],[-0.02  0.05],[0.31 0.6 ],[-0.05  0.05],[-0.34  0.2 ],[0.01 0.03],[-0.07  0.66],[0.04 0.03],[0.69 0.31],0.4729496,LPE10885_2023_10_20_5_0322
Dataset 05,1122,[-0.08  0.64],"[[ 0.02 -0.04]
 [ 0.03  0.05]]",[0.69 0.31],"[[0.1  0.06]
 [0.08 0.11]]",[-0.99  0.95],[-0.49  0.53],[1. 1.],[0.34 0.55],[-0.27  0.16],"[[ 0.01 -0.1 ]
 [-0.03 -0.08]]","[[0.2  0.04]
 [0.01 0.25]]","[[-0.   -0.  ]
 [-0.    0.02]]","[[-0.1  -0.12]
 [ 0.18  0.05]]","[[ 0.   -0.  ]
 [ 0.    0.01]]",[-0.05  0.04],[-1.04  0.98],[-0.01  0.04],[-0.5   0.57],[ 0.04 -0.05],[1.04 0.95],[0.05 0.05],[0.39 0.6 ],[0.03 0.01],[-0.23  0.18],[0.01 0.02],[-0.07  0.66],[0.04 0.04],[0.72 0.29],0.30148268,LPE10885_2023_10_20_5_0323
Dataset 05,1123,[-0.15  0.58],"[[ 0.08 -0.05]
 [ 0.    0.  ]]",[0.72 0.32],"[[0.11 0.05]
 [0.12 0.09]]",[-0.91  0.81],[-0.48  0.51],[1. 1.],[0.34 0.56],[-0.71  0.04],"[[-0.02 -0.11]
 [ 0.02  0.02]]","[[ 0.25 -0.12]
 [ 0.2  -0.15]]","[[-0. -0.]
 [-0.  0.]]","[[ 0.17 -0.02]
 [-0.19  0.12]]","[[-0.01  0.01]
 [-0.01  0.01]]",[-0.05  0.03],[-0.96  0.84],[-0.03  0.05],[-0.51  0.56],[ 0.03 -0.02],[1.03 0.98],[0.04 0.04],[0.38 0.59],[-0.04 -0.03],[-0.75  0.01],[-0.01  0.01],[-0.16  0.6 ],[0.04 0.03],[0.75 0.33],0.70745665,LPE10885_2023_10_20_5_0324
Dataset 05,1124,[-0.21  0.61],"[[-0.04 -0.03]
 [ 0.   -0.04]]",[0.77 0.32],"[[0.03 0.09]
 [0.02 0.06]]",[-0.92  0.82],[-0.5   0.57],[1. 1.],[0.35 0.62],[-1.    0.06],"[[-0.09 -0.08]
 [-0.03 -0.14]]","[[-0.06 -0.17]
 [ 0.01  0.02]]","[[-0.04  0.01]
 [-0.01 -0.01]]","[[-0.    0.1 ]
 [ 0.04 -0.08]]","[[-0.01 -0.  ]
 [-0.01  0.  ]]",[-0.04 -0.01],[-0.96  0.8 ],[ 0.05 -0.05],[-0.45  0.52],[-0.05 -0.04],[0.95 0.96],[-0.02  0.05],[0.33 0.67],[-0.04  0.  ],[-1.04  0.06],[-0.02 -0.01],[-0.23  0.6 ],[0.04 0.04],[0.77 0.31],0.5192824,LPE10885_2023_10_20_5_0325
Dataset 05,1125,[-0.18  0.61],"[[0.01 0.02]
 [0.01 0.06]]",[0.75 0.4 ],"[[0.05 0.05]
 [0.05 0.1 ]]",[-0.99  0.95],[-0.51  0.58],[1. 1.],[0.36 0.63],[-0.77 -0.12],"[[ 0.05  0.09]
 [-0.07  0.15]]","[[ 0.07  0.06]
 [ 0.09 -0.07]]","[[ 0.01  0.  ]
 [-0.01 -0.  ]]","[[-0.08 -0.06]
 [ 0.05  0.21]]","[[ 0.  0.]
 [-0.  0.]]",[-0.05  0.04],[-1.04  0.99],[-0.05 -0.05],[-0.56  0.53],[-0.03 -0.04],[0.97 0.96],[ 0.03 -0.  ],[0.39 0.63],[0.05 0.  ],[-0.72 -0.12],[-0.01 -0.01],[-0.19  0.6 ],[0.04 0.03],[0.75 0.4 ],0.68195045,LPE10885_2023_10_20_5_0326
Dataset 05,1126,[-0.1   0.68],"[[ 0.09  0.02]
 [ 0.09 -0.01]]",[0.7  0.27],"[[0.14 0.11]
 [0.1  0.02]]",[-1.    0.97],[-0.49  0.54],[1. 1.],[0.34 0.57],[-0.36  0.3 ],"[[ 0.12 -0.15]
 [ 0.19  0.  ]]","[[ 0.35  0.18]
 [ 0.22 -0.04]]","[[0.   0.  ]
 [0.   0.01]]","[[-0.04  0.09]
 [ 0.03 -0.02]]","[[-0.   -0.  ]
 [-0.    0.01]]",[-0.05  0.04],[-1.05  1.02],[-0.05  0.01],[-0.54  0.55],[ 0.05 -0.05],[1.05 0.95],[-0.05  0.02],[0.3  0.58],[-0.01  0.03],[-0.36  0.33],[-0.02  0.01],[-0.12  0.69],[0.04 0.03],[0.73 0.26],0.66740245,LPE10885_2023_10_20_5_0327
Dataset 05,1127,[-0.14  0.67],"[[-0.02  0.02]
 [ 0.01  0.03]]",[0.72 0.27],"[[0.08 0.09]
 [0.1  0.06]]",[-0.99  0.96],[-0.48  0.52],[1. 1.],[0.35 0.59],[-0.57  0.28],"[[0.08 0.17]
 [0.19 0.15]]","[[-0.17 -0.11]
 [-0.1  -0.03]]","[[ 0. -0.]
 [ 0.  0.]]","[[-0.02  0.04]
 [-0.04  0.03]]","[[0.   0.  ]
 [0.01 0.01]]",[-0.05  0.04],[-1.04  1.  ],[0.02 0.02],[-0.46  0.54],[0.03 0.05],[1.03 1.05],[-0.02  0.  ],[0.32 0.59],[-0.05  0.05],[-0.62  0.33],[-0.01  0.03],[-0.15  0.7 ],[0.03 0.02],[0.74 0.28],0.31980667,LPE10885_2023_10_20_5_0328
Dataset 05,1128,[-0.14  0.59],"[[-0.1   0.01]
 [-0.07 -0.04]]",[0.71 0.31],"[[0.1  0.03]
 [0.1  0.05]]",[-0.92  0.82],[-0.47  0.5 ],[1. 1.],[0.34 0.55],[-0.63  0.08],"[[-0.2   0.06]
 [-0.21  0.02]]","[[-0.24 -0.02]
 [-0.17 -0.14]]","[[-0.   -0.  ]
 [ 0.04 -0.03]]","[[-0.08  0.02]
 [-0.02 -0.02]]","[[-0.01  0.  ]
 [ 0.   -0.  ]]",[-0.05  0.05],[-0.97  0.88],[-0.05  0.01],[-0.52  0.51],[-0.01 -0.04],[0.99 0.96],[0.05 0.05],[0.39 0.6 ],[-0.02  0.05],[-0.64  0.13],[-0.02  0.03],[-0.15  0.62],[0.04 0.04],[0.73 0.29],0.057916917,LPE10885_2023_10_20_5_0329
Dataset 05,1129,[-0.17  0.69],"[[-0.01 -0.04]
 [-0.01  0.02]]",[0.74 0.27],"[[0.08 0.06]
 [0.03 0.02]]",[-1.    0.98],[-0.5   0.56],[1. 1.],[0.36 0.62],[-0.73  0.29],"[[ 0.13 -0.05]
 [ 0.05  0.06]]","[[-0.12 -0.15]
 [-0.02  0.01]]","[[ 0.01  0.01]
 [-0.01  0.01]]","[[-0.04  0.02]
 [-0.05 -0.  ]]","[[-0. -0.]
 [-0. -0.]]",[0.01 0.05],[-0.99  1.03],[0.   0.05],[-0.5   0.61],[0.02 0.05],[1.02 1.05],[-0.03  0.05],[0.33 0.68],[0.05 0.02],[-0.68  0.31],[0.01 0.04],[-0.16  0.73],[0.03 0.01],[0.74 0.28],0.7136874,LPE10885_2023_10_20_5_0330
Dataset 05,1130,[-0.11  0.66],"[[ 0.03 -0.04]
 [ 0.05  0.03]]",[0.7  0.28],"[[0.1  0.05]
 [0.06 0.06]]",[-0.99  0.95],[-0.48  0.51],[1. 1.],[0.34 0.57],[-0.41  0.27],"[[ 0.15 -0.02]
 [ 0.16  0.15]]","[[ 0.13 -0.14]
 [ 0.    0.01]]","[[-0.01  0.  ]
 [-0.   -0.01]]","[[-0.12 -0.04]
 [ 0.07  0.02]]","[[-0.   -0.02]
 [ 0.01  0.  ]]",[-0.05  0.05],[-1.04  1.  ],[-0.01  0.05],[-0.49  0.56],[0.05 0.04],[1.05 1.04],[0.05 0.05],[0.39 0.62],[-0.05  0.05],[-0.47  0.31],[-0.    0.05],[-0.11  0.71],[0.05 0.  ],[0.74 0.28],0.46491423,LPE10885_2023_10_20_5_0331
Dataset 05,1131,[-0.12  0.69],"[[ 0.02 -0.12]
 [ 0.03 -0.  ]]",[0.71 0.26],"[[0.02 0.1 ]
 [0.05 0.12]]",[-1.    0.98],[-0.5   0.55],[1. 1.],[0.35 0.59],[-0.44  0.34],"[[ 0.01 -0.22]
 [ 0.09 -0.15]]","[[ 0.03 -0.22]
 [ 0.08 -0.07]]","[[ 0.   -0.  ]
 [ 0.   -0.01]]","[[ 0.05 -0.17]
 [-0.04  0.21]]","[[-0.01  0.01]
 [-0.    0.01]]",[-0.05  0.05],[-1.05  1.04],[0.05 0.04],[-0.45  0.59],[0.05 0.05],[1.05 1.05],[0.05 0.05],[0.4  0.65],[-0.02  0.01],[-0.45  0.35],[0.02 0.04],[-0.1   0.74],[0.04 0.02],[0.74 0.27],0.603258,LPE10885_2023_10_20_5_0332
Dataset 05,1132,[-0.08  0.63],"[[-0.06  0.02]
 [-0.04 -0.02]]",[0.69 0.31],"[[0.13 0.03]
 [0.09 0.08]]",[-0.99  0.93],[-0.48  0.52],[1. 1.],[0.34 0.55],[-0.29  0.14],"[[ 0.05  0.01]
 [ 0.01 -0.  ]]","[[-0.3   0.09]
 [-0.22 -0.17]]","[[-0.    0.  ]
 [ 0.01 -0.  ]]","[[-0.02  0.01]
 [ 0.01  0.05]]","[[ 0.   -0.  ]
 [ 0.01 -0.  ]]",[-0.05  0.  ],[-1.04  0.94],[-0.05  0.05],[-0.53  0.57],[0.05 0.05],[1.05 1.05],[-0.02 -0.01],[0.32 0.54],[0.05 0.01],[-0.24  0.16],[-0.    0.02],[-0.09  0.65],[0.05 0.03],[0.72 0.32],0.63822967,LPE10885_2023_10_20_5_0333
Dataset 05,1133,[-0.1   0.67],"[[-0.   -0.05]
 [ 0.01  0.04]]",[0.7  0.28],"[[0.02 0.06]
 [0.02 0.08]]",[-0.99  0.96],[-0.48  0.53],[1. 1.],[0.34 0.56],[-0.37  0.28],"[[-0.02 -0.03]
 [-0.01 -0.04]]","[[-0.03 -0.11]
 [ 0.03  0.05]]","[[ 0.    0.  ]
 [ 0.   -0.01]]","[[ 0.03 -0.14]
 [ 0.05  0.18]]","[[ 0.01  0.  ]
 [-0.01  0.  ]]",[ 0.04 -0.05],[-0.95  0.91],[ 0.02 -0.03],[-0.47  0.5 ],[0.05 0.05],[1.05 1.05],[0.05 0.04],[0.39 0.61],[ 0.01 -0.04],[-0.36  0.24],[ 0.03 -0.01],[-0.07  0.66],[0.02 0.04],[0.71 0.29],0.81169873,LPE10885_2023_10_20_5_0334
Dataset 05,1134,[-0.2   0.57],"[[-0.02 -0.01]
 [-0.03 -0.01]]",[0.76 0.35],"[[0.08 0.07]
 [0.05 0.01]]",[-0.88  0.77],[-0.49  0.54],[1. 1.],[0.35 0.57],[-0.98 -0.05],"[[-0.18 -0.14]
 [ 0.03 -0.03]]","[[ 0.02  0.05]
 [-0.09 -0.02]]","[[-0.01 -0.01]
 [-0.    0.01]]","[[ 0.05  0.03]
 [-0.08  0.  ]]","[[ 0.    0.  ]
 [-0.   -0.01]]",[-0.05 -0.01],[-0.92  0.77],[-0.04  0.05],[-0.53  0.6 ],[-0.05  0.03],[0.95 1.03],[-0.05 -0.04],[0.3  0.53],[ 0.05 -0.05],[-0.93 -0.1 ],[-0.03 -0.  ],[-0.23  0.57],[0.04 0.04],[0.74 0.37],0.7203544,LPE10885_2023_10_20_5_0335
Dataset 05,1135,[-0.17  0.58],"[[-0.07 -0.03]
 [-0.05  0.01]]",[0.73 0.34],"[[0.07 0.06]
 [0.12 0.03]]",[-0.91  0.81],[-0.49  0.53],[1. 1.],[0.35 0.57],[-0.81 -0.02],"[[-0.18 -0.15]
 [ 0.01  0.06]]","[[-0.12 -0.02]
 [-0.28 -0.04]]","[[-0.   -0.01]
 [ 0.    0.  ]]","[[-0.07  0.02]
 [ 0.05  0.01]]","[[ 0.    0.01]
 [-0.01  0.  ]]",[-0.05 -0.01],[-0.96  0.8 ],[-0.05  0.05],[-0.54  0.58],[-0.03 -0.04],[0.97 0.96],[-0.02  0.03],[0.33 0.6 ],[0.05 0.03],[-0.76  0.02],[-0.02  0.01],[-0.19  0.59],[0.04 0.03],[0.73 0.32],0.4348273,LPE10885_2023_10_20_5_0336
Dataset 05,1136,[-0.08  0.64],"[[ 0.    0.02]
 [-0.03  0.01]]",[0.69 0.31],"[[0.06 0.03]
 [0.05 0.07]]",[-0.99  0.94],[-0.49  0.53],[1. 1.],[0.34 0.55],[-0.28  0.16],"[[ 0.01  0.06]
 [-0.12  0.14]]","[[-0.09  0.02]
 [ 0.01 -0.04]]","[[ 0.   -0.  ]
 [ 0.01 -0.01]]","[[ 0.08  0.05]
 [-0.04 -0.02]]","[[ 0.01 -0.01]
 [ 0.   -0.  ]]",[-0.05  0.05],[-1.04  1.  ],[0.   0.01],[-0.48  0.54],[0.05 0.05],[1.05 1.05],[0.03 0.05],[0.36 0.6 ],[-0.01  0.05],[-0.29  0.21],[0.   0.04],[-0.08  0.68],[0.04 0.02],[0.72 0.31],0.3934738,LPE10885_2023_10_20_5_0337
Dataset 05,1137,[-0.13  0.6 ],"[[ 0.04  0.04]
 [-0.02 -0.01]]",[0.7  0.31],"[[0.06 0.08]
 [0.1  0.04]]",[-0.93  0.83],[-0.47  0.5 ],[1. 1.],[0.34 0.55],[-0.57  0.11],"[[-0.02 -0.06]
 [ 0.12  0.05]]","[[ 0.09  0.14]
 [-0.05 -0.01]]","[[ 0.    0.01]
 [-0.01 -0.  ]]","[[ 0.13  0.13]
 [-0.19 -0.07]]","[[-0.   -0.01]
 [ 0.01  0.  ]]",[-0.05  0.03],[-0.98  0.87],[ 0.05 -0.05],[-0.42  0.45],[ 0.04 -0.04],[1.04 0.96],[0.02 0.05],[0.36 0.6 ],[-0.05 -0.05],[-0.62  0.06],[ 0.   -0.01],[-0.12  0.59],[0.04 0.04],[0.73 0.32],0.23741727,LPE10885_2023_10_20_5_0338
Dataset 05,1138,[-0.11  0.64],"[[ 0.05  0.07]
 [ 0.   -0.07]]",[0.7  0.28],"[[0.12 0.06]
 [0.02 0.09]]",[-0.98  0.92],[-0.47  0.5 ],[1. 1.],[0.34 0.56],[-0.42  0.24],"[[ 0.29  0.06]
 [ 0.04 -0.07]]","[[-0.04  0.13]
 [-0.02 -0.04]]","[[0.   0.  ]
 [0.03 0.01]]","[[ 0.01  0.15]
 [-0.01 -0.24]]","[[-0.01  0.01]
 [-0.01  0.01]]",[-0.05  0.05],[-1.03  0.97],[ 0.05 -0.05],[-0.42  0.45],[ 0.05 -0.05],[1.05 0.95],[0.05 0.05],[0.39 0.61],[ 0.05 -0.05],[-0.38  0.19],[ 0.03 -0.01],[-0.08  0.63],[0.04 0.05],[0.72 0.3 ],0.43313447,LPE10885_2023_10_20_5_0339
Dataset 05,1139,[-0.1   0.65],"[[ 0.   -0.01]
 [ 0.01 -0.02]]",[0.69 0.28],"[[0.02 0.08]
 [0.06 0.03]]",[-0.99  0.94],[-0.48  0.51],[1. 1.],[0.34 0.56],[-0.37  0.25],"[[-0.01  0.04]
 [-0.06 -0.03]]","[[ 0.04 -0.15]
 [-0.01 -0.04]]","[[ 0.   -0.  ]
 [-0.01  0.  ]]","[[-0.02  0.08]
 [ 0.13 -0.06]]","[[-0.   -0.01]
 [ 0.01  0.01]]",[-0.05  0.01],[-1.04  0.95],[-0.04  0.03],[-0.52  0.55],[ 0.05 -0.01],[1.05 0.99],[0.05 0.05],[0.39 0.61],[0.05 0.05],[-0.32  0.3 ],[0.01 0.03],[-0.09  0.68],[0.05 0.03],[0.73 0.26],0.5852595,LPE10885_2023_10_20_5_0340
Dataset 05,1140,[-0.14  0.62],"[[ 0.01  0.05]
 [ 0.   -0.04]]",[0.72 0.37],"[[0.05 0.05]
 [0.06 0.03]]",[-0.99  0.95],[-0.5   0.56],[1. 1.],[0.35 0.6 ],[-0.56 -0.03],"[[ 0.11  0.12]
 [-0.06 -0.05]]","[[-0.01  0.1 ]
 [-0.03 -0.05]]","[[-0.   -0.  ]
 [-0.01 -0.02]]","[[-0.05  0.05]
 [ 0.12 -0.1 ]]","[[ 0. -0.]
 [-0. -0.]]",[ 0.05 -0.02],[-0.94  0.93],[0.02 0.04],[-0.48  0.59],[ 0.05 -0.05],[1.05 0.95],[ 0.05 -0.05],[0.41 0.56],[0.05 0.05],[-0.51  0.02],[ 0.04 -0.01],[-0.1   0.61],[0.01 0.04],[0.72 0.34],0.6152133,LPE10885_2023_10_20_5_0341
Dataset 05,1141,[-0.17  0.56],"[[ 0.03 -0.  ]
 [-0.06  0.02]]",[0.73 0.33],"[[0.08 0.08]
 [0.07 0.04]]",[-0.85  0.74],[-0.48  0.53],[1. 1.],[0.35 0.57],[-0.86 -0.02],"[[0.14 0.04]
 [0.   0.08]]","[[-0.07 -0.16]
 [-0.17 -0.  ]]","[[-0.    0.01]
 [ 0.   -0.  ]]","[[ 0.11  0.1 ]
 [-0.12  0.05]]","[[-0.    0.01]
 [-0.01 -0.01]]",[-0.01  0.05],[-0.86  0.78],[-0.05  0.  ],[-0.53  0.53],[-0.05 -0.04],[0.95 0.96],[0.05 0.02],[0.39 0.59],[ 0.04 -0.01],[-0.82 -0.02],[-0.    0.01],[-0.17  0.57],[0.04 0.03],[0.72 0.33],0.3891991,LPE10885_2023_10_20_5_0342
Dataset 05,1142,[-0.12  0.62],"[[ 0.03 -0.03]
 [-0.03  0.02]]",[0.7 0.3],"[[0.12 0.03]
 [0.11 0.02]]",[-0.96  0.88],[-0.47  0.49],[1. 1.],[0.34 0.56],[-0.52  0.16],"[[-0.15 -0.05]
 [-0.2   0.03]]","[[ 0.23 -0.03]
 [ 0.13  0.06]]","[[0. 0.]
 [0. 0.]]","[[ 0.07 -0.07]
 [-0.09 -0.01]]","[[ 0.    0.01]
 [-0.01  0.  ]]",[-0.05  0.02],[-1.01  0.9 ],[-0.04 -0.02],[-0.5   0.47],[0.02 0.05],[1.02 1.05],[0.03 0.02],[0.38 0.58],[-0.01  0.05],[-0.53  0.21],[-0.01  0.02],[-0.13  0.64],[0.03 0.03],[0.73 0.3 ],0.5388343,LPE10885_2023_10_20_5_0343
Dataset 05,1143,[-0.19  0.6 ],"[[ 0.05  0.01]
 [-0.04 -0.  ]]",[0.76 0.41],"[[0.11 0.02]
 [0.08 0.02]]",[-0.99  0.94],[-0.51  0.58],[1. 1.],[0.36 0.63],[-0.83 -0.14],"[[-0.09  0.02]
 [-0.01 -0.01]]","[[ 0.12 -0.  ]
 [ 0.01  0.01]]","[[-0.    0.  ]
 [-0.    0.02]]","[[ 0.23  0.05]
 [-0.21 -0.03]]","[[-0.01 -0.  ]
 [-0.01  0.01]]",[-0.05 -0.01],[-1.04  0.94],[0.   0.04],[-0.51  0.62],[-0.05 -0.05],[0.95 0.95],[0.05 0.05],[0.42 0.68],[0.05 0.05],[-0.79 -0.09],[-0.    0.02],[-0.19  0.62],[0.05 0.04],[0.75 0.38],0.21517743,LPE10885_2023_10_20_5_0344
Dataset 05,1144,[-0.08  0.63],"[[-0.01 -0.01]
 [ 0.05 -0.04]]",[0.69 0.31],"[[0.1  0.04]
 [0.09 0.04]]",[-0.99  0.93],[-0.48  0.52],[1. 1.],[0.34 0.55],[-0.29  0.14],"[[ 0.12 -0.02]
 [ 0.22 -0.04]]","[[-0.19 -0.07]
 [ 0.04 -0.03]]","[[ 0.    0.  ]
 [ 0.   -0.01]]","[[ 0.02  0.06]
 [-0.   -0.11]]","[[-0.   -0.  ]
 [-0.01  0.02]]",[-0.05  0.05],[-1.04  0.98],[-0.03  0.01],[-0.51  0.53],[0.05 0.05],[1.05 1.05],[0.04 0.03],[0.37 0.58],[-0.01  0.  ],[-0.3   0.15],[-0.    0.03],[-0.08  0.66],[0.04 0.02],[0.73 0.33],0.46903908,LPE10885_2023_10_20_5_0345
Dataset 05,1145,[-0.1   0.62],"[[ 0.04 -0.05]
 [-0.05 -0.02]]",[0.69 0.31],"[[0.07 0.15]
 [0.06 0.07]]",[-0.98  0.92],[-0.48  0.52],[1. 1.],[0.34 0.55],[-0.38  0.12],"[[ 0.    0.11]
 [-0.06 -0.05]]","[[ 0.01 -0.33]
 [-0.16 -0.13]]","[[ 0.   -0.  ]
 [-0.   -0.01]]","[[ 0.18 -0.02]
 [-0.01  0.07]]","[[-0.  0.]
 [-0.  0.]]",[0.01 0.03],[-0.97  0.95],[ 0.05 -0.02],[-0.43  0.5 ],[0.05 0.02],[1.05 1.02],[-0.02  0.05],[0.31 0.6 ],[-0.02  0.05],[-0.4   0.18],[0.01 0.03],[-0.09  0.65],[0.03 0.03],[0.7  0.31],0.5801192,LPE10885_2023_10_20_5_0346
Dataset 05,1146,[-0.13  0.6 ],"[[-0.06 -0.01]
 [-0.01  0.04]]",[0.7  0.32],"[[0.1  0.16]
 [0.09 0.13]]",[-0.95  0.86],[-0.47  0.5 ],[1. 1.],[0.34 0.56],[-0.56  0.09],"[[ 0.01 -0.12]
 [-0.07 -0.04]]","[[-0.25  0.27]
 [ 0.15 -0.03]]","[[ 0.01 -0.01]
 [ 0.02 -0.01]]","[[-0.06 -0.21]
 [-0.11  0.31]]","[[-0.01 -0.  ]
 [-0.02 -0.02]]",[-0.02  0.04],[-0.96  0.9 ],[-0.01 -0.04],[-0.48  0.46],[-0.05  0.03],[0.95 1.03],[0.04 0.05],[0.38 0.61],[0.04 0.05],[-0.52  0.14],[0.   0.03],[-0.13  0.63],[0.04 0.04],[0.69 0.32],0.2794365,LPE10885_2023_10_20_5_0347
Dataset 05,1147,[-0.2   0.59],"[[-0.    0.02]
 [-0.04  0.02]]",[0.76 0.32],"[[0.06 0.09]
 [0.05 0.04]]",[-0.86  0.76],[-0.5   0.56],[1. 1.],[0.35 0.6 ],[-1.    0.04],"[[ 0.06  0.05]
 [-0.08  0.07]]","[[-0.11  0.17]
 [-0.11 -0.02]]","[[-0.01 -0.02]
 [ 0.01 -0.02]]","[[ 0.05 -0.09]
 [-0.02  0.06]]","[[-0.   -0.  ]
 [-0.01  0.  ]]",[0.05 0.05],[-0.81  0.81],[-0.05 -0.  ],[-0.55  0.56],[-0.05 -0.02],[0.95 0.98],[0.   0.04],[0.35 0.63],[-0.05 -0.04],[-1.05 -0.01],[-0.02  0.  ],[-0.22  0.6 ],[0.04 0.03],[0.76 0.33],0.62946063,LPE10885_2023_10_20_5_0348
Dataset 05,1148,[-0.14  0.66],"[[ 0.08 -0.02]
 [ 0.02 -0.01]]",[0.71 0.28],"[[0.12 0.03]
 [0.02 0.01]]",[-0.99  0.94],[-0.47  0.51],[1. 1.],[0.35 0.58],[-0.56  0.25],"[[ 0.23 -0.03]
 [ 0.   -0.02]]","[[ 0.21 -0.08]
 [ 0.05 -0.02]]","[[-0.01  0.  ]
 [ 0.01 -0.01]]","[[-0.05  0.  ]
 [ 0.05 -0.  ]]","[[-0.   -0.01]
 [ 0.    0.  ]]",[-0.05 -0.05],[-1.04  0.89],[-0.05  0.05],[-0.53  0.56],[-0.04 -0.02],[0.96 0.98],[-0.03 -0.  ],[0.31 0.58],[-0.04 -0.05],[-0.6   0.21],[-0.04 -0.01],[-0.18  0.64],[0.01 0.04],[0.72 0.28],0.5508125,LPE10885_2023_10_20_5_0349
Dataset 05,1149,[-0.13  0.69],"[[-0.01  0.02]
 [ 0.    0.01]]",[0.71 0.26],"[[0.06 0.16]
 [0.01 0.09]]",[-1.    0.98],[-0.49  0.54],[1. 1.],[0.35 0.6 ],[-0.51  0.32],"[[-0.1  -0.21]
 [-0.   -0.14]]","[[0.1  0.29]
 [0.02 0.16]]","[[ 0. -0.]
 [-0. -0.]]","[[-0.03  0.02]
 [ 0.    0.02]]","[[-0.    0.  ]
 [-0.01 -0.01]]",[-0.05  0.05],[-1.05  1.03],[-0.05  0.  ],[-0.54  0.54],[-0.02  0.05],[0.98 1.05],[-0.03 -0.01],[0.32 0.58],[-0.05  0.05],[-0.56  0.38],[-0.04  0.03],[-0.17  0.72],[0.01 0.03],[0.73 0.27],0.5075562,LPE10885_2023_10_20_5_0350
Dataset 05,1150,[-0.2  0.6],"[[-0.04  0.02]
 [ 0.03  0.02]]",[0.76 0.4 ],"[[0.07 0.1 ]
 [0.09 0.04]]",[-0.98  0.93],[-0.51  0.57],[1. 1.],[0.36 0.62],[-0.87 -0.13],"[[-0.18  0.21]
 [ 0.11  0.01]]","[[-0.02 -0.03]
 [-0.11 -0.02]]","[[0.01 0.  ]
 [0.01 0.03]]","[[ 0.01 -0.07]
 [ 0.16  0.1 ]]","[[ 0. -0.]
 [ 0. -0.]]",[-0.04 -0.03],[-1.02  0.9 ],[0.05 0.04],[-0.46  0.62],[-0.05 -0.05],[0.95 0.95],[ 0.04 -0.01],[0.4  0.61],[-0.05  0.05],[-0.92 -0.08],[-0.01 -0.  ],[-0.21  0.6 ],[0.04 0.04],[0.77 0.37],0.5393427,LPE10885_2023_10_20_5_0351
Dataset 05,1151,[-0.16  0.58],"[[0.01 0.09]
 [0.06 0.  ]]",[0.73 0.33],"[[0.05 0.08]
 [0.1  0.06]]",[-0.9  0.8],[-0.48  0.52],[1. 1.],[0.35 0.56],[-0.78  0.  ],"[[0.01 0.19]
 [0.17 0.06]]","[[ 0.1   0.13]
 [-0.07  0.05]]","[[-0.01  0.01]
 [ 0.    0.  ]]","[[-0.06  0.11]
 [ 0.18 -0.12]]","[[ 0.01 -0.  ]
 [ 0.    0.01]]",[-0.05  0.05],[-0.95  0.85],[-0.04 -0.  ],[-0.52  0.52],[-0.03 -0.04],[0.97 0.96],[0.05 0.05],[0.4  0.61],[0.01 0.04],[-0.76  0.05],[-0.01  0.02],[-0.17  0.6 ],[0.04 0.04],[0.74 0.32],0.47601593,LPE10885_2023_10_20_5_0352
